snapshot_date,asset_id,asset_type,borough,required_skill,age_years,criticality,condition_score,inspection_trend,incidents_30d,incidents_90d,incidents_365d,downtime_90d,open_work_orders,open_critical_work_orders,overdue_work_orders,days_since_maintenance,repeat_failure_flag,target_corrective_30d
2024-01-31,AST-00104,Third Rail Segment,Queens,third_rail,4.0,2,100.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00105,Third Rail Segment,Brooklyn,third_rail,33.0,2,69.4,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00106,Feeder Cable,Brooklyn,cable,10.0,3,72.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00107,Feeder Cable,Manhattan,cable,29.0,2,65.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00108,Circuit Breaker House,Bronx,breaker,4.0,3,98.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00109,Substation,Brooklyn,power,10.0,4,74.1,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00110,Third Rail Segment,Manhattan,third_rail,10.0,2,93.3,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00111,Feeder Cable,Brooklyn,cable,10.0,3,96.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00112,Circuit Breaker House,Manhattan,breaker,25.0,3,69.9,0.0,0,0,0,0.0,0,0,0,20,0,0
2024-01-31,AST-00113,Circuit Breaker House,Brooklyn,breaker,35.0,4,66.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00114,Feeder Cable,Manhattan,cable,35.0,3,64.0,0.0,0,0,0,0.0,0,0,0,10,0,0
2024-01-31,AST-00115,Substation,Manhattan,power,28.0,2,63.9,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00116,Third Rail Segment,Brooklyn,third_rail,7.0,2,86.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00117,Third Rail Segment,Bronx,third_rail,37.0,3,48.8,0.0,0,0,0,0.0,0,0,0,24,0,0
2024-01-31,AST-00118,Feeder Cable,Manhattan,cable,20.0,4,71.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00119,Feeder Cable,Manhattan,cable,20.0,1,86.3,0.0,1,1,1,2.6,1,0,0,999,0,0
2024-01-31,AST-00120,Feeder Cable,Bronx,cable,27.0,4,79.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00121,Feeder Cable,Bronx,cable,29.0,4,56.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00122,Feeder Cable,Queens,cable,37.0,3,64.1,0.0,0,0,0,0.0,0,0,0,0,0,0
2024-01-31,AST-00123,Substation,Manhattan,power,22.0,4,74.1,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00124,Feeder Cable,Brooklyn,cable,23.0,2,73.4,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00125,Substation,Manhattan,power,28.0,3,74.4,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00126,Feeder Cable,Manhattan,cable,9.0,2,90.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00127,Circuit Breaker House,Brooklyn,breaker,11.0,1,88.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00128,Substation,Queens,power,24.0,4,79.0,0.0,0,0,0,0.0,0,0,0,27,0,0
2024-01-31,AST-00129,Substation,Brooklyn,power,1.0,2,95.0,0.0,0,0,0,0.0,0,0,0,12,0,0
2024-01-31,AST-00130,Feeder Cable,Queens,cable,11.0,3,86.9,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00131,Substation,Brooklyn,power,27.0,2,61.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00132,Third Rail Segment,Brooklyn,third_rail,38.0,2,68.2,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00133,Feeder Cable,Queens,cable,19.0,3,81.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00134,Circuit Breaker House,Bronx,breaker,14.0,2,87.0,0.0,1,1,1,3.5,0,0,0,999,0,0
2024-01-31,AST-00135,Feeder Cable,Brooklyn,cable,16.0,4,71.3,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00136,Substation,Queens,power,26.0,4,54.8,0.0,1,1,1,1.7,0,0,0,15,0,0
2024-01-31,AST-00137,Third Rail Segment,Brooklyn,third_rail,20.0,4,81.2,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00138,Feeder Cable,Manhattan,cable,0.0,3,100.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00139,Third Rail Segment,Queens,third_rail,20.0,5,59.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00140,Substation,Manhattan,power,15.0,2,76.4,0.0,0,0,0,0.0,0,0,0,999,0,1
2024-01-31,AST-00141,Feeder Cable,Brooklyn,cable,27.0,3,61.3,0.0,0,0,0,0.0,0,0,0,11,0,0
2024-01-31,AST-00142,Feeder Cable,Brooklyn,cable,34.0,4,69.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00143,Third Rail Segment,Manhattan,third_rail,37.0,4,60.2,0.0,1,1,1,1.4,0,0,0,4,0,0
2024-01-31,AST-00144,Feeder Cable,Manhattan,cable,23.0,2,78.9,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00145,Feeder Cable,Brooklyn,cable,13.0,3,95.3,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00146,Circuit Breaker House,Bronx,breaker,16.0,5,72.5,0.0,1,1,1,1.8,0,0,0,5,0,0
2024-01-31,AST-00147,Circuit Breaker House,Queens,breaker,6.0,4,88.1,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00148,Feeder Cable,Brooklyn,cable,36.0,3,53.3,0.0,0,0,0,0.0,0,0,0,25,0,0
2024-01-31,AST-00149,Feeder Cable,Manhattan,cable,32.0,3,64.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00150,Substation,Queens,power,33.0,3,53.3,0.0,1,1,1,3.8,0,0,0,12,0,0
2024-01-31,AST-00151,Third Rail Segment,Manhattan,third_rail,12.0,3,73.1,0.0,1,1,1,3.5,0,0,0,999,0,0
2024-01-31,AST-00152,Third Rail Segment,Brooklyn,third_rail,11.0,3,93.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00153,Substation,Queens,power,33.0,3,51.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00154,Feeder Cable,Brooklyn,cable,20.0,3,72.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00155,Substation,Brooklyn,power,27.0,3,57.3,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00156,Feeder Cable,Manhattan,cable,18.0,4,75.6,0.0,1,1,1,1.5,0,0,0,21,0,0
2024-01-31,AST-00157,Circuit Breaker House,Manhattan,breaker,16.0,5,77.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00158,Feeder Cable,Brooklyn,cable,24.0,1,73.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00159,Feeder Cable,Bronx,cable,31.0,4,57.9,0.0,0,0,0,0.0,0,0,0,12,0,0
2024-01-31,AST-00160,Third Rail Segment,Manhattan,third_rail,12.0,2,99.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00161,Substation,Queens,power,31.0,4,55.2,0.0,0,0,0,0.0,0,0,0,25,0,0
2024-01-31,AST-00162,Third Rail Segment,Queens,third_rail,8.0,3,85.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00163,Circuit Breaker House,Manhattan,breaker,15.0,4,92.2,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00164,Substation,Manhattan,power,35.0,4,56.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00165,Feeder Cable,Brooklyn,cable,37.0,3,50.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00166,Circuit Breaker House,Queens,breaker,35.0,4,53.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00167,Third Rail Segment,Brooklyn,third_rail,11.0,1,92.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00168,Third Rail Segment,Queens,third_rail,32.0,5,70.4,0.0,1,1,1,5.4,0,0,0,21,0,0
2024-01-31,AST-00169,Circuit Breaker House,Bronx,breaker,36.0,4,50.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00170,Third Rail Segment,Queens,third_rail,38.0,4,52.7,0.0,0,0,0,0.0,0,0,0,999,0,1
2024-01-31,AST-00171,Circuit Breaker House,Bronx,breaker,0.0,2,95.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00172,Feeder Cable,Queens,cable,28.0,2,58.4,0.0,0,0,0,0.0,0,0,0,8,0,0
2024-01-31,AST-00173,Circuit Breaker House,Bronx,breaker,38.0,3,55.7,0.0,0,0,0,0.0,0,0,0,26,0,0
2024-01-31,AST-00174,Third Rail Segment,Bronx,third_rail,29.0,3,64.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00175,Substation,Queens,power,8.0,3,100.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00176,Substation,Queens,power,29.0,4,72.6,0.0,1,1,1,1.0,0,0,0,14,0,0
2024-01-31,AST-00177,Feeder Cable,Bronx,cable,3.0,1,86.2,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00178,Third Rail Segment,Brooklyn,third_rail,18.0,4,78.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00179,Third Rail Segment,Queens,third_rail,24.0,3,75.6,0.0,0,0,0,0.0,0,0,0,24,0,0
2024-01-31,AST-00180,Feeder Cable,Brooklyn,cable,17.0,3,78.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00181,Third Rail Segment,Bronx,third_rail,26.0,2,68.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00182,Third Rail Segment,Brooklyn,third_rail,8.0,4,83.1,0.0,0,0,0,0.0,0,0,0,999,0,1
2024-01-31,AST-00183,Feeder Cable,Queens,cable,23.0,1,57.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00184,Circuit Breaker House,Queens,breaker,24.0,4,61.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00185,Third Rail Segment,Bronx,third_rail,24.0,2,75.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00186,Feeder Cable,Manhattan,cable,10.0,3,79.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00187,Circuit Breaker House,Queens,breaker,11.0,3,100.0,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00188,Substation,Queens,power,9.0,4,81.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00189,Feeder Cable,Bronx,cable,17.0,3,79.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00190,Circuit Breaker House,Bronx,breaker,22.0,3,89.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00191,Third Rail Segment,Queens,third_rail,13.0,3,74.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00192,Circuit Breaker House,Queens,breaker,15.0,4,66.1,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00193,Substation,Manhattan,power,10.0,4,87.1,0.0,1,1,1,2.3,0,0,0,999,0,0
2024-01-31,AST-00194,Third Rail Segment,Bronx,third_rail,7.0,3,82.4,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00195,Substation,Brooklyn,power,25.0,3,73.7,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00196,Substation,Queens,power,31.0,2,59.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00197,Feeder Cable,Queens,cable,10.0,4,86.6,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00198,Third Rail Segment,Brooklyn,third_rail,33.0,1,58.8,0.0,0,0,0,0.0,0,0,0,22,0,0
2024-01-31,AST-00199,Circuit Breaker House,Manhattan,breaker,21.0,4,75.4,0.0,0,0,0,0.0,0,0,0,2,0,0
2024-01-31,AST-00200,Circuit Breaker House,Manhattan,breaker,5.0,3,92.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00201,Third Rail Segment,Bronx,third_rail,13.0,5,74.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00202,Third Rail Segment,Brooklyn,third_rail,0.0,2,92.1,0.0,0,0,0,0.0,0,0,0,9,0,0
2024-01-31,AST-00203,Feeder Cable,Manhattan,cable,0.0,3,93.3,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00204,Substation,Queens,power,12.0,5,69.4,0.0,0,0,0,0.0,0,0,0,11,0,0
2024-01-31,AST-00205,Substation,Brooklyn,power,17.0,4,75.9,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00206,Circuit Breaker House,Bronx,breaker,30.0,3,63.8,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00207,Substation,Brooklyn,power,4.0,3,90.5,0.0,0,0,0,0.0,0,0,0,999,0,0
2024-01-31,AST-00208,Feeder Cable,Manhattan,cable,32.0,3,62.7,0.0,0,0,0,0.0,0,0,0,999,0,0
