snapshot_date,asset_id,asset_type,borough,required_skill,age_years,criticality,condition_score,inspection_trend,incidents_30d,incidents_90d,incidents_365d,downtime_90d,open_work_orders,open_critical_work_orders,overdue_work_orders,days_since_maintenance,repeat_failure_flag,target_corrective_30d,predicted_30d_risk,risk_flag
2026-07-31,AST-00656,Circuit Breaker House,Bronx,breaker,23.0,3,69.5,-1.5499999999999967,0,0,1,0.0,0,0,0,80,0,0,0.05519441660723003,0
2026-07-31,AST-00686,Circuit Breaker House,Manhattan,breaker,20.0,3,63.5,-3.449999999999989,1,1,1,5.6,0,0,0,12,0,0,0.06188817804569666,0
2026-07-31,AST-00629,Feeder Cable,Bronx,cable,25.0,3,60.2,-2.25,0,0,1,0.0,0,0,0,210,0,0,0.05912517540877512,0
2026-07-31,AST-00630,Third Rail Segment,Queens,third_rail,2.0,4,88.7,-0.3499999999999963,1,1,1,1.2,0,0,0,4,0,0,0.049731233174913014,0
2026-07-31,AST-00631,Third Rail Segment,Bronx,third_rail,38.0,3,57.8,0.2700000000000037,0,0,1,0.0,0,0,0,177,0,0,0.06318489146300933,0
2026-07-31,AST-00632,Third Rail Segment,Brooklyn,third_rail,28.0,4,53.7,0.5599999999999998,0,0,0,0.0,0,0,0,41,0,0,0.09213008890262067,1
2026-07-31,AST-00633,Substation,Queens,power,37.0,3,55.1,-1.119999999999996,0,0,1,0.0,0,0,0,161,0,0,0.09166022502381377,1
2026-07-31,AST-00634,Circuit Breaker House,Queens,breaker,23.0,4,54.9,-1.4800000000000026,0,0,3,0.0,0,0,0,85,0,0,0.08302431018402454,1
2026-07-31,AST-00635,Substation,Queens,power,4.0,3,82.6,-4.269999999999992,0,0,0,0.0,0,0,0,239,0,0,0.04877429938363614,0
2026-07-31,AST-00636,Substation,Bronx,power,2.0,4,84.9,-3.059999999999994,0,0,2,0.0,1,0,1,187,0,0,0.05213394936206461,0
2026-07-31,AST-00637,Feeder Cable,Queens,cable,14.0,4,84.0,0.3400000000000096,0,1,2,7.2,0,0,0,29,0,0,0.0510751786766432,0
2026-07-31,AST-00638,Feeder Cable,Bronx,cable,30.0,2,51.8,-1.259999999999997,0,0,0,0.0,0,0,0,27,0,0,0.07949418192305935,1
2026-07-31,AST-00639,Third Rail Segment,Queens,third_rail,7.0,1,86.5,-2.649999999999995,0,0,0,0.0,0,0,0,332,0,0,0.04891869244137774,0
2026-07-31,AST-00640,Third Rail Segment,Manhattan,third_rail,35.0,5,51.0,-0.8699999999999978,0,1,1,2.8,0,0,0,63,0,0,0.11234754917594716,1
2026-07-31,AST-00641,Feeder Cable,Queens,cable,10.0,3,76.1,-2.060000000000002,0,0,0,0.0,0,0,0,220,0,0,0.05032608392656476,0
2026-07-31,AST-00642,Third Rail Segment,Brooklyn,third_rail,20.0,1,65.7,-2.25,0,0,0,0.0,0,0,0,40,0,0,0.05223271463164595,0
2026-07-31,AST-00643,Substation,Bronx,power,9.0,2,76.9,-1.9199999999999835,0,0,0,0.0,0,0,0,243,0,1,0.0512239012815844,0
2026-07-31,AST-00645,Feeder Cable,Manhattan,cable,19.0,3,70.4,-1.1699999999999846,0,0,0,0.0,0,0,0,215,0,0,0.05373907550074898,0
2026-07-31,AST-00646,Third Rail Segment,Manhattan,third_rail,1.0,3,91.5,-0.5700000000000051,0,0,1,0.0,1,0,1,131,0,0,0.05027128038622003,0
2026-07-31,AST-00647,Substation,Manhattan,power,23.0,5,69.1,-0.8000000000000017,0,0,1,0.0,0,0,0,83,0,0,0.058908702324312584,0
2026-07-31,AST-00648,Feeder Cable,Brooklyn,cable,32.0,2,53.5,-0.91,0,1,1,1.7,0,0,0,173,0,0,0.08060262836433364,1
2026-07-31,AST-00649,Feeder Cable,Manhattan,cable,38.0,2,47.9,0.7799999999999986,0,0,1,0.0,0,0,0,124,0,0,0.08811482383415581,1
2026-07-31,AST-00650,Substation,Queens,power,14.0,3,70.2,1.750000000000007,0,0,2,0.0,0,0,0,152,0,0,0.0535711415333423,0
2026-07-31,AST-00651,Feeder Cable,Queens,cable,36.0,4,47.5,-2.990000000000001,0,1,2,1.4,0,0,0,148,0,0,0.19543203658024214,1
2026-07-31,AST-00652,Third Rail Segment,Bronx,third_rail,36.0,4,57.9,-2.3100000000000054,0,0,2,0.0,0,0,0,157,0,0,0.10479819404394017,1
2026-07-31,AST-00653,Feeder Cable,Brooklyn,cable,40.0,4,54.1,-0.0299999999999993,0,0,2,0.0,0,0,0,141,0,0,0.10160625473003562,1
2026-07-31,AST-00654,Circuit Breaker House,Brooklyn,breaker,15.0,3,80.8,-1.1000000000000054,0,0,0,0.0,1,0,1,288,0,0,0.05168189191084452,0
2026-07-31,AST-00655,Third Rail Segment,Manhattan,third_rail,35.0,4,45.6,-2.0600000000000023,0,0,1,0.0,0,0,0,156,0,0,0.22692432494925674,1
2026-07-31,AST-00657,Third Rail Segment,Manhattan,third_rail,3.0,3,82.2,-1.5399999999999916,0,0,0,0.0,0,0,0,80,0,0,0.048725706876816426,0
2026-07-31,AST-00687,Feeder Cable,Queens,cable,10.0,2,84.8,-0.7299999999999892,0,0,0,0.0,0,0,0,218,0,0,0.049566906769221604,0
2026-07-31,AST-00717,Feeder Cable,Bronx,cable,18.0,4,75.6,-1.3100000000000054,0,0,1,0.0,1,0,0,181,0,0,0.05523379474271073,0
2026-07-31,AST-00689,Third Rail Segment,Bronx,third_rail,26.0,3,73.9,-0.4599999999999904,0,0,2,0.0,0,0,0,222,0,0,0.05533211551350823,0
2026-07-31,AST-00722,Feeder Cable,Queens,cable,27.0,3,50.4,2.0899999999999985,0,1,1,1.6,0,0,0,46,0,0,0.09219456750573717,1
2026-07-31,AST-00723,Substation,Queens,power,5.0,1,89.1,1.0800000000000003,0,0,0,0.0,0,0,0,308,0,0,0.049345251725928255,0
2026-07-31,AST-00724,Third Rail Segment,Brooklyn,third_rail,16.0,2,87.1,2.189999999999998,0,0,0,0.0,0,0,0,250,0,0,0.05185893867574657,0
2026-07-31,AST-00725,Substation,Brooklyn,power,32.0,1,58.5,-0.8700000000000034,0,0,3,0.0,0,0,0,240,0,0,0.06509942313927079,0
2026-07-31,AST-00726,Substation,Queens,power,25.0,3,63.6,-0.0199999999999996,0,1,1,2.0,0,0,0,140,0,0,0.056518628230821655,0
2026-07-31,AST-00727,Circuit Breaker House,Queens,breaker,6.0,3,77.9,-0.7900000000000073,0,0,1,0.0,0,0,0,252,0,0,0.051424667773937636,0
2026-07-31,AST-00728,Substation,Queens,power,2.0,3,83.4,-0.6100000000000044,0,0,1,0.0,0,0,0,98,0,0,0.054551054341486244,0
2026-07-31,AST-00729,Feeder Cable,Bronx,cable,24.0,5,56.6,1.95,0,0,0,0.0,0,0,0,79,0,0,0.09444822101220421,1
2026-07-31,AST-00730,Feeder Cable,Brooklyn,cable,19.0,4,57.5,-1.1500000000000017,0,0,0,0.0,0,0,0,33,0,0,0.07296947800627039,1
2026-07-31,AST-00731,Circuit Breaker House,Queens,breaker,39.0,4,32.2,0.3000000000000004,0,0,2,0.0,1,0,1,127,0,0,0.06641047464462785,0
2026-07-31,AST-00732,Substation,Bronx,power,21.0,2,59.3,1.5999999999999996,0,0,2,0.0,1,0,1,218,0,0,0.058516114552401716,0
2026-07-31,AST-00733,Substation,Manhattan,power,38.0,2,42.0,-0.4599999999999972,0,2,4,1.8,2,0,1,71,1,0,0.07986403451518172,1
2026-07-31,AST-00734,Circuit Breaker House,Manhattan,breaker,9.0,3,65.0,-0.7300000000000031,0,0,2,0.0,0,0,0,145,0,0,0.05183997395435299,0
2026-07-31,AST-00735,Substation,Brooklyn,power,18.0,3,72.3,-1.799999999999997,1,1,3,7.5,1,0,0,22,0,0,0.06315940457361159,0
2026-07-31,AST-00736,Feeder Cable,Bronx,cable,6.0,1,86.0,-0.1600000000000082,0,0,0,0.0,0,0,0,76,0,0,0.0479585420639615,0
2026-07-31,AST-00737,Circuit Breaker House,Brooklyn,breaker,23.0,3,61.5,-0.1499999999999973,0,0,1,0.0,0,0,0,2,0,0,0.06208050834993428,0
2026-07-31,AST-00738,Circuit Breaker House,Queens,breaker,8.0,3,79.5,-2.2200000000000006,0,0,0,0.0,0,0,0,188,0,0,0.05033333531731818,0
2026-07-31,AST-00739,Circuit Breaker House,Manhattan,breaker,20.0,3,73.7,-2.12,0,0,0,0.0,0,0,0,197,0,0,0.054762246343687766,0
2026-07-31,AST-00740,Feeder Cable,Brooklyn,cable,14.0,2,71.6,-1.309999999999997,0,0,0,0.0,0,0,0,220,0,0,0.050868779139748445,0
2026-07-31,AST-00741,Substation,Queens,power,8.0,3,82.6,-0.8699999999999984,0,0,0,0.0,0,0,0,13,0,0,0.04876972971838098,0
2026-07-31,AST-00742,Substation,Manhattan,power,4.0,3,94.2,-1.1499999999999966,0,0,0,0.0,0,0,0,7,0,0,0.04866744923455212,0
2026-07-31,AST-00743,Third Rail Segment,Bronx,third_rail,21.0,3,59.0,-1.569999999999998,0,0,0,0.0,0,0,0,47,0,0,0.06347385777593487,0
2026-07-31,AST-00744,Substation,Manhattan,power,38.0,4,54.6,-0.3499999999999982,0,0,0,0.0,0,0,0,46,0,0,0.09223740356265143,1
2026-07-31,AST-00745,Feeder Cable,Bronx,cable,8.0,4,86.4,1.570000000000004,0,0,1,0.0,0,0,0,48,0,0,0.049502606857764565,0
2026-07-31,AST-00746,Feeder Cable,Manhattan,cable,17.0,3,75.9,1.1400000000000026,0,0,0,0.0,0,0,0,42,0,0,0.053582713500240076,0
2026-07-31,AST-00747,Circuit Breaker House,Bronx,breaker,9.0,3,82.7,-0.5100000000000007,0,0,0,0.0,0,0,0,112,0,0,0.05010266959769778,0
2026-07-31,AST-00627,Third Rail Segment,Brooklyn,third_rail,40.0,3,34.9,-1.1300000000000032,0,0,3,0.0,1,0,1,287,0,0,0.0697770288921644,0
2026-07-31,AST-00721,Feeder Cable,Brooklyn,cable,26.0,5,55.9,0.2699999999999996,0,1,1,0.4,0,0,0,35,0,0,0.07777121717770165,1
2026-07-31,AST-00688,Third Rail Segment,Brooklyn,third_rail,23.0,4,69.0,1.280000000000002,0,1,1,0.5,0,0,0,152,0,0,0.05738060126538609,0
2026-07-31,AST-00720,Third Rail Segment,Bronx,third_rail,7.0,3,80.7,-3.3999999999999986,1,1,3,5.6,0,0,0,3,0,0,0.051211971996499094,0
2026-07-31,AST-00718,Substation,Brooklyn,power,28.0,4,58.9,-1.0200000000000022,1,2,2,2.6,1,0,1,78,1,0,0.12563599186602326,1
2026-07-31,AST-00690,Feeder Cable,Manhattan,cable,40.0,3,51.5,-0.1400000000000054,0,0,1,0.0,1,0,0,184,0,0,0.06528326172150357,0
2026-07-31,AST-00691,Circuit Breaker House,Queens,breaker,30.0,3,54.9,-1.500000000000002,0,0,0,0.0,0,0,0,203,0,0,0.0735773248616525,1
2026-07-31,AST-00692,Third Rail Segment,Queens,third_rail,25.0,4,52.8,-2.200000000000006,0,0,2,0.0,0,0,0,138,0,0,0.07604843403053078,1
2026-07-31,AST-00693,Circuit Breaker House,Manhattan,breaker,37.0,2,53.7,-1.3000000000000058,0,1,2,15.0,0,0,0,68,0,0,0.1019544242893418,1
2026-07-31,AST-00694,Circuit Breaker House,Manhattan,breaker,17.0,2,78.0,0.5300000000000029,1,1,1,2.9,2,0,1,370,0,0,0.053733992376651114,0
2026-07-31,AST-00695,Third Rail Segment,Brooklyn,third_rail,38.0,3,37.6,-1.42,1,1,2,1.6,1,0,0,118,0,1,0.07234175394600423,1
2026-07-31,AST-00696,Feeder Cable,Bronx,cable,15.0,4,68.1,0.0800000000000022,0,0,1,0.0,0,0,0,154,0,0,0.058319468764576866,0
2026-07-31,AST-00697,Feeder Cable,Brooklyn,cable,6.0,4,90.7,-1.5799999999999996,0,0,0,0.0,1,0,1,188,0,0,0.053910391558312516,0
2026-07-31,AST-00698,Feeder Cable,Queens,cable,17.0,2,75.9,-0.0699999999999965,0,0,3,0.0,0,0,0,117,0,0,0.05493078417227623,0
2026-07-31,AST-00699,Feeder Cable,Queens,cable,6.0,4,69.4,-0.4399999999999889,0,0,0,0.0,0,0,0,99,0,0,0.05322438514575543,0
2026-07-31,AST-00700,Circuit Breaker House,Queens,breaker,5.0,2,84.5,0.3100000000000006,0,0,0,0.0,0,0,0,109,0,0,0.04896546276233484,0
2026-07-31,AST-00701,Circuit Breaker House,Brooklyn,breaker,36.0,3,60.0,2.420000000000007,0,1,1,1.4,0,0,0,136,0,0,0.07562181282797036,1
2026-07-31,AST-00702,Circuit Breaker House,Brooklyn,breaker,32.0,2,60.0,-0.5400000000000077,0,0,0,0.0,0,0,0,363,0,0,0.06313167281116734,0
2026-07-31,AST-00703,Substation,Queens,power,9.0,5,80.4,-2.029999999999995,0,1,1,2.3,0,0,0,13,0,0,0.051146490613767776,0
2026-07-31,AST-00704,Third Rail Segment,Brooklyn,third_rail,34.0,4,54.4,-2.580000000000004,0,1,1,3.1,0,0,0,41,0,0,0.08545721751955723,1
2026-07-31,AST-00705,Circuit Breaker House,Bronx,breaker,3.0,4,79.0,-1.459999999999981,0,0,0,0.0,0,0,0,168,0,0,0.052750138735953106,0
2026-07-31,AST-00706,Feeder Cable,Manhattan,cable,12.0,4,82.5,-1.449999999999999,0,0,0,0.0,1,0,1,220,0,0,0.05290741468477877,0
2026-07-31,AST-00707,Third Rail Segment,Manhattan,third_rail,29.0,5,48.4,-3.3400000000000043,0,1,3,1.6,1,0,1,56,0,0,0.11973254701685464,1
2026-07-31,AST-00708,Third Rail Segment,Queens,third_rail,13.0,1,79.0,-0.3000000000000021,0,0,0,0.0,0,0,0,247,0,0,0.0509918006495537,0
2026-07-31,AST-00709,Feeder Cable,Brooklyn,cable,30.0,2,52.7,1.0400000000000047,0,1,1,3.9,1,0,1,39,0,0,0.08504591521464526,1
2026-07-31,AST-00710,Feeder Cable,Manhattan,cable,35.0,3,47.3,2.1399999999999992,0,0,2,0.0,1,0,1,36,0,1,0.08010324748300324,1
2026-07-31,AST-00711,Third Rail Segment,Manhattan,third_rail,3.0,2,88.4,-1.7399999999999896,0,0,0,0.0,0,0,0,320,0,0,0.051439100948681676,0
2026-07-31,AST-00712,Feeder Cable,Brooklyn,cable,1.0,2,85.9,-1.4099999999999984,0,0,0,0.0,0,0,0,324,0,0,0.04986936636611362,0
2026-07-31,AST-00713,Third Rail Segment,Bronx,third_rail,38.0,3,51.1,-1.1700000000000006,0,0,2,0.0,0,0,0,21,0,0,0.08841885188658542,1
2026-07-31,AST-00714,Third Rail Segment,Manhattan,third_rail,21.0,2,62.6,-1.490000000000001,0,0,1,0.0,0,0,0,116,0,0,0.05609072035539498,0
2026-07-31,AST-00715,Third Rail Segment,Manhattan,third_rail,21.0,4,62.2,-3.360000000000003,0,1,1,5.3,0,0,0,57,0,0,0.06321636274307048,0
2026-07-31,AST-00716,Circuit Breaker House,Brooklyn,breaker,19.0,3,56.8,-1.420000000000004,0,0,0,0.0,0,0,0,115,0,0,0.06788860711103543,0
2026-07-31,AST-00719,Feeder Cable,Bronx,cable,24.0,4,65.6,-2.2299999999999884,0,0,0,0.0,0,0,0,113,0,0,0.058595337815282915,0
2026-07-31,AST-00626,Feeder Cable,Brooklyn,cable,24.0,4,73.3,2.249999999999995,0,0,2,0.0,0,0,0,122,0,0,0.05653641941306626,0
2026-07-31,AST-00502,Third Rail Segment,Bronx,third_rail,4.0,3,89.7,-0.6999999999999906,0,0,0,0.0,0,0,0,253,0,0,0.05083759096391608,0
2026-07-31,AST-00624,Feeder Cable,Manhattan,cable,37.0,3,45.1,-0.4799999999999996,0,0,0,0.0,0,0,0,122,0,0,0.08132040747668115,1
2026-07-31,AST-00534,Feeder Cable,Brooklyn,cable,7.0,4,90.1,-2.430000000000005,0,1,2,0.7,0,0,0,16,0,0,0.04945731538241222,0
2026-07-31,AST-00535,Substation,Queens,power,33.0,3,59.8,-0.5699999999999955,0,0,0,0.0,0,0,0,199,0,0,0.06514870577499898,0
2026-07-31,AST-00536,Circuit Breaker House,Queens,breaker,40.0,4,46.8,-0.4700000000000018,0,0,2,0.0,0,0,0,34,0,0,0.09776910999966494,1
2026-07-31,AST-00537,Feeder Cable,Manhattan,cable,14.0,4,67.5,-0.4899999999999997,0,0,2,0.0,0,0,0,36,0,0,0.05406732537813552,0
2026-07-31,AST-00538,Substation,Brooklyn,power,20.0,3,79.2,-0.8899999999999991,0,0,0,0.0,1,0,1,294,0,0,0.053968516341492086,0
2026-07-31,AST-00539,Substation,Brooklyn,power,22.0,3,75.1,0.7700000000000011,1,2,3,2.3,1,0,1,60,1,1,0.06142533886498614,0
2026-07-31,AST-00540,Third Rail Segment,Brooklyn,third_rail,20.0,5,65.5,0.0300000000000123,0,0,0,0.0,0,0,0,86,0,0,0.05595791994148282,0
2026-07-31,AST-00541,Third Rail Segment,Queens,third_rail,12.0,3,81.6,-1.3499999999999894,0,0,0,0.0,0,0,0,221,0,0,0.04951168946800772,0
2026-07-31,AST-00542,Feeder Cable,Brooklyn,cable,39.0,3,47.4,-2.390000000000001,0,0,1,0.0,0,0,0,34,0,0,0.0939483453110234,1
2026-07-31,AST-00543,Third Rail Segment,Brooklyn,third_rail,39.0,4,59.0,-0.8700000000000013,0,0,1,0.0,0,0,0,167,0,0,0.06932183757904466,0
2026-07-31,AST-00544,Third Rail Segment,Bronx,third_rail,16.0,3,62.6,0.0399999999999944,0,0,0,0.0,0,0,0,115,0,0,0.057724746767837384,0
2026-07-31,AST-00545,Substation,Brooklyn,power,33.0,2,45.8,-1.0100000000000038,0,0,0,0.0,0,0,0,36,0,0,0.08194858531393621,1
2026-07-31,AST-00546,Feeder Cable,Queens,cable,16.0,4,77.4,1.3900000000000057,0,1,1,4.5,1,0,1,81,0,0,0.05455701952228536,0
2026-07-31,AST-00547,Circuit Breaker House,Manhattan,breaker,32.0,3,32.1,-3.740000000000002,0,0,0,0.0,1,0,1,37,0,0,0.083298611030001,1
2026-07-31,AST-00548,Substation,Manhattan,power,24.0,2,72.8,-0.929999999999998,1,1,1,7.4,0,0,0,336,0,0,0.08600966630087077,1
2026-07-31,AST-00549,Third Rail Segment,Manhattan,third_rail,19.0,4,68.2,-1.1499999999999984,0,0,1,0.0,0,0,0,146,0,0,0.05660749881504696,0
2026-07-31,AST-00550,Feeder Cable,Queens,cable,6.0,4,94.5,-0.8999999999999934,0,0,0,0.0,0,0,0,44,0,0,0.05069759343010549,0
2026-07-31,AST-00551,Feeder Cable,Bronx,cable,27.0,2,77.9,1.2500000000000135,0,1,2,0.8,0,0,0,45,0,0,0.054917646238068815,0
2026-07-31,AST-00552,Substation,Manhattan,power,13.0,5,81.1,1.5000000000000062,0,0,0,0.0,1,0,0,173,0,0,0.05177798825692461,0
2026-07-31,AST-00553,Circuit Breaker House,Manhattan,breaker,9.0,4,72.4,-3.2499999999999933,0,0,0,0.0,1,0,1,199,0,1,0.05632442787324046,0
2026-07-31,AST-00554,Third Rail Segment,Brooklyn,third_rail,8.0,3,74.9,-2.079999999999993,1,1,2,1.2,0,0,0,13,0,0,0.0519784580409273,0
2026-07-31,AST-00555,Substation,Queens,power,40.0,5,46.9,-0.4399999999999979,0,0,2,0.0,0,0,0,37,0,0,0.10126958321502694,1
2026-07-31,AST-00556,Circuit Breaker House,Queens,breaker,5.0,3,81.7,2.050000000000004,0,0,0,0.0,0,0,0,248,0,0,0.04970458939432001,0
2026-07-31,AST-00557,Circuit Breaker House,Queens,breaker,32.0,3,48.5,-1.0099999999999978,0,0,3,0.0,0,0,0,37,0,0,0.0814772489805283,1
2026-07-31,AST-00558,Feeder Cable,Bronx,cable,35.0,3,60.1,-3.490000000000013,0,0,0,0.0,0,0,0,228,0,0,0.05813192261212455,0
2026-07-31,AST-00559,Feeder Cable,Brooklyn,cable,2.0,4,90.6,0.1699999999999913,0,0,0,0.0,0,0,0,125,0,0,0.05195324710009988,0
2026-07-31,AST-00560,Feeder Cable,Queens,cable,24.0,4,49.9,-2.0500000000000007,0,0,0,0.0,0,0,0,22,0,0,0.09355417925553647,1
2026-07-31,AST-00533,Circuit Breaker House,Manhattan,breaker,37.0,3,44.8,-0.789999999999996,0,1,2,5.7,1,0,1,217,0,0,0.06884563116890752,0
2026-07-31,AST-00532,Feeder Cable,Manhattan,cable,33.0,4,64.6,-1.1099999999999934,0,0,2,0.0,0,0,0,49,0,0,0.05953730677063469,0
2026-07-31,AST-00531,Feeder Cable,Brooklyn,cable,37.0,4,58.9,-2.6499999999999995,0,0,1,0.0,0,0,0,99,0,0,0.06870346489848041,0
2026-07-31,AST-00530,Circuit Breaker House,Queens,breaker,24.0,2,76.0,0.1300000000000027,0,1,4,2.9,0,0,0,31,0,0,0.0744129524502989,1
2026-07-31,AST-00748,Feeder Cable,Queens,cable,33.0,4,62.0,1.6600000000000048,0,0,1,0.0,0,0,0,46,0,0,0.06965820778057673,0
2026-07-31,AST-00503,Third Rail Segment,Brooklyn,third_rail,31.0,3,59.4,-1.1599999999999997,0,0,1,0.0,0,0,0,114,0,0,0.06589131116436082,0
2026-07-31,AST-00504,Feeder Cable,Brooklyn,cable,5.0,3,87.0,1.080000000000005,0,1,1,2.6,0,0,0,35,0,0,0.04861713150514784,0
2026-07-31,AST-00505,Feeder Cable,Manhattan,cable,3.0,2,83.6,-1.029999999999998,0,0,0,0.0,0,0,0,245,0,0,0.05097184029524403,0
2026-07-31,AST-00506,Third Rail Segment,Brooklyn,third_rail,5.0,4,73.5,-1.3299999999999976,0,0,1,0.0,0,0,0,97,0,0,0.05321148384580475,0
2026-07-31,AST-00507,Circuit Breaker House,Brooklyn,breaker,19.0,3,77.5,-1.9299999999999955,0,0,2,0.0,0,0,0,86,0,0,0.05319771842288058,0
2026-07-31,AST-00508,Third Rail Segment,Queens,third_rail,25.0,3,52.2,-3.6100000000000008,0,0,0,0.0,0,0,0,211,0,0,0.07776358891510488,1
2026-07-31,AST-00509,Feeder Cable,Bronx,cable,17.0,3,78.4,-2.029999999999993,0,0,0,0.0,1,0,1,283,0,0,0.0546841424414052,0
2026-07-31,AST-00510,Substation,Queens,power,5.0,4,82.6,-1.4199999999999948,0,0,0,0.0,1,0,1,258,0,0,0.05759260054405124,0
2026-07-31,AST-00511,Substation,Brooklyn,power,8.0,3,96.2,0.7299999999999907,0,0,2,0.0,0,0,0,9,0,0,0.04866744923455212,0
2026-07-31,AST-00512,Third Rail Segment,Brooklyn,third_rail,35.0,3,53.9,-0.0699999999999952,0,0,1,0.0,0,0,0,92,0,0,0.09016149526588785,1
